business_id;less_100m;less_500m;less_1km;less_5km;less_10km;less_50km
rhmCKWx_HmlegruNywTxbQ;2;3;5;25;87;1055
_SBxweaeZORapKBJa2qmOw;0;0;0;190;297;377
w5wfWE6skJDi_-mS56DB-g;8;63;208;678;831;2180
Jy3-BMdpLm-ST5nbsVeYHw;0;5;8;25;114;2112
ippBb9s-n0O0-MSl495sbA;0;0;1;28;44;472
XZDp0wF6kmDYnIbH6MKiKA;0;2;2;14;36;765
fDhdu4D4nsBC7h3i1mHaOA;1;8;11;45;260;377
gtMQHyA0QERHSEFtVAf2Jw;0;4;6;28;87;1032
N9gF1pYdptTrH1thC7dX9g;0;1;5;47;240;2060
yzMxuQYGIqHZCds5J21g2A;0;2;4;271;403;471
R2d7A6pIadcVOPPHCpffrw;0;3;4;29;43;469
4DxbEns9iihpilbffdzvPQ;1;5;5;44;132;2110
RpY32D_zRYFQPYHlrkDi9Q;0;0;2;78;227;350
MSrMMtj7S4OFvW3J9o-G-g;1;2;2;15;61;1886
BYKnHEpYaLaUJRREJitOfQ;0;2;3;54;160;1972
M1KxFuaHGggIG2g_Z9qsPg;0;1;1;45;128;1039
hoNc_KStFGoPRvDq2oI8LQ;0;1;2;9;79;377
6qCs0NoA6mJpHKWX_3vQaQ;0;1;2;20;45;991
tMzJ15VLjqIuitCXs6_bsw;1;3;3;3;6;342
JqvkVi-aiTjdfdp4wP8XIA;0;0;3;53;232;2086
U6PmPJdNMI_dTUPySS5TDg;0;3;13;165;237;1090
DocA3jtIJET0ZM5Xbai85Q;0;1;1;11;60;867
_tTKZJ89dS404ZEVnHa-Cw;0;0;6;49;66;183
picPFi6JAQ6VDQUCOqftmQ;1;7;35;590;799;2147
yiR60hi1GUqVJ4Wu7U9dqA;0;7;9;28;44;469
s_E3MJF7CjZZB1AhfSJjmw;0;0;0;8;54;1862
3aCIpZgIeDwB1uQBAaPbKQ;2;2;15;211;383;471
agnZcb-VR74GN01_8pHb7w;1;2;3;53;173;518
ASKMKkejMCoFA4gIfdhbNw;0;0;0;17;72;900
n2PM7rljiYFN8HROzdneeQ;0;4;7;16;67;491
ymvSAcuCX9iIF8gKamfc3A;1;3;5;34;143;1063
pq8x9lii-ZV1U4RJVG29Lg;0;37;158;665;828;2168
Tve_ON4rFFWMwIpeRApl1w;4;12;14;27;44;1762
aWxc9q4vhd-ajKeKTjHe6w;0;1;2;40;124;216
vloE7oh2OzOYGvZSt6aVFQ;1;30;69;255;376;471
3CAPOtopHuk2W0tBPsTcGQ;0;1;12;58;148;518
_Tu6ZShT4VuNKoc4d2jP7g;0;4;33;83;139;216
KuKZc8RDUJdNCbYRQjkFEg;0;6;6;19;73;216
tpmXakPzEw-AapddjxAx_Q;1;5;48;672;843;2170
P_AK2eaSpBK6_LuHMlJv6w;0;5;11;53;214;2192
f22prjTaNUWwqvVsI4HWxQ;0;4;5;85;596;2202
NwXPU4XBNFCpltHf6TlkHA;4;7;11;67;638;2078
xGBHv5kA1Cm4eYyqzxy7Kw;7;34;69;647;853;2181
CERGOKhFIaDU1mk4lpWDWg;0;0;4;19;55;475
8iMubtt1hTafu5YhEzvZVg;0;0;2;24;154;2057
0BZdcQAJjI-Kw97mQW_TPg;0;5;6;127;225;350
mVKutQZg508LcqRYXeAdWw;1;4;10;101;171;1014
3NueMBnZyyGdqVW4v2-uEw;0;0;0;12;82;1049
tN5Q82mcwOeVJVWVo_2AFA;1;4;6;65;226;350
ilms3tyoWYHDPo00lmrMOw;3;67;197;678;829;2176
p6JxfR9ebAlIlpm674F-dg;0;0;9;108;263;518
QM2R4q0SGdFcpQ8y7wTSiw;2;20;47;202;306;377
htQEdoqk04sv8tofoHHWfw;1;3;4;26;88;512
uz2D0y3CQkt7LeNxVei6HQ;2;2;3;13;33;466
Bv-v7B3Bva_t-sYpNIhzrQ;0;0;2;6;44;1538
yVBTwIJdbtScInZ7G8eDwg;0;4;4;34;82;1058
K8NZT_j5bCCYvByzXFLe-g;0;0;7;181;265;493
3gqWbaq86WGLScQlcMXEyg;0;1;1;17;39;513
11_eIDfQ146e1J3CMPjpqA;0;0;2;11;55;493
glqhlr3vcINNstyYRQGliA;0;1;2;96;184;466
1ODxVllpi7ANEq9Ngqb5cw;0;2;3;7;65;824
qHqh7Zt8Wckr1-ylCOaiDw;0;8;11;27;81;465
KIpghikMrBbxx75tx_ZJUw;0;1;18;48;58;183
Mej-T3IEAZHw5hdpWUut0g;0;0;4;42;188;1045
JyDpriUoqv9kUU3VroNfAQ;1;38;87;273;377;471
WzMfMJKOpN0j21DvXC-g6Q;1;9;14;16;52;1849
yc76PdPdke67hWc8OAyQCA;3;34;69;646;855;2181
Hs-jwE791t3cX9ErgTcEFg;1;9;35;275;373;471
cgwydv-BvXL5A_h_SaCTNQ;2;42;128;660;827;2165
3hUjlS-wMHJyUrgacwmpAg;3;27;44;184;261;493
s5bTkc3YfTz2gyiNzlpfIw;1;6;6;21;72;998
aRZV74C9w723hu9A-C20gA;5;11;17;174;251;493
CxUcM0VdEcHhlm_4_Mbwyw;2;2;2;76;151;466
PnLPuCfVFYZPbapKSpzKZQ;0;0;0;12;92;2033
MU6oyNoZoYZJtEZvsrnwOQ;1;1;8;39;214;267
V71KzO8mXPK7E8no2FN8sw;0;0;1;9;76;1316
TvZXS5m7XnjnfRhiXxmLdA;2;3;5;33;80;934
fexmqGkuur7akWvQopTZ8A;0;0;0;1;7;482
_fwZODmzgXtnW7wAwqV3dg;6;25;37;206;310;377
8bdrXvgQ3pkvR0bCTg_LDA;0;0;1;25;90;1896
3L18kz_SjKpnvSwwsuDw4A;1;1;3;25;177;377
VymPe2QIxLcb3KO0xqRd8A;0;0;1;97;188;350
636ljtr87X3WC_et1N9Aqw;0;3;8;107;203;518
kjnXnl9767bVQEQUmuuMCQ;0;2;4;41;114;466
o0jh0G07cEmL4EYusZe3JQ;2;2;6;38;140;2101
zZ_xsIQfotnHe25MxQyg0g;0;3;3;94;230;518
dHV0igKxOKZgl-P-eQvqmQ;4;27;53;185;262;493
H4eTwVFJvjCL0asz94CSTA;0;13;44;507;878;2186
fLM3emFZM3NjUKysn5_yEw;2;3;3;40;131;466
tKL_MbA8s_ZeU4RV5m-0QQ;0;1;3;57;172;2073
Tn_mh2nvf6XXh9O6EN7QcA;1;2;2;24;78;1768
IKSpkuhsivnbvRPghFHARw;0;2;6;32;92;961
9ygXHUaa7_cW2ou98VHaeg;0;1;1;13;52;350
EdopUxxfxqEA79Vcy_dT3g;2;15;40;606;810;2161
40N6HwvUOiRvvdOfMX7wXQ;0;0;2;24;79;2027
AKAt17U4LQtz_Ro4RoofjA;0;1;1;22;67;878
IH8_zFDyFDA2RXwUX2CC0w;0;0;1;10;32;1833
JDZ-yr0SpjMoawlDeke59g;1;1;3;118;169;466
ezq75k5TyS_c38jjmQADNg;1;2;8;151;251;1090
Lt_RJu8LN4P-YR07v45YKg;0;0;0;38;172;1016
rLiG5i1Ct2q8qEbqZWwG4Q;1;3;6;76;232;350
td1ykOOoMhGkW76D0N9dYw;1;1;2;30;99;1099
Xl10ezJvJOzOdkr9Oelo2w;0;10;15;174;251;493
fM8SEJJndoP2oRpJDs6NgQ;1;1;8;188;300;377
ifWCzW6H6t2xKQfpoleQgg;1;24;68;586;868;2185
5GgCRUSQ4_ejE8YpjDYuEQ;1;1;4;95;237;350
C-5bR1H-ynXbIEQaaI92jw;0;0;0;26;41;797
S6xjG5thtYKhNpFulIo10Q;0;0;1;34;260;377
oynwmvwg1CUYCk0-VpZlAg;0;0;1;236;885;2209
5iuNneK8vTYvYB9SmRWRnw;0;0;3;15;39;1560
UIxL3xxpmJ6LiOMdqbqFTw;0;0;0;11;76;493
1YBqzpRWXW_Vb5grCPGRvA;0;1;1;12;62;1950
ws0mjFrkanX_sXoUVRh8Uw;3;32;69;102;119;183
1KxvbQoLUSnYlgxzJ3FEJw;4;82;206;677;829;2179
-7CqBmK0zxwyjEqa3LBVSw;0;2;4;172;241;493
k09pb0lnZfJ_TrcCH3VqrQ;0;0;0;24;235;471
ZLR0o9tuGaUAdrhJE2z69w;2;16;43;225;370;471
ca84zCcwO52EgYChKTseLw;0;1;1;7;49;1777
sfOA8djNfmZqilSzTwi0SQ;0;1;5;19;117;1969
HmQ5jRUuYrRc8cKGIsA6FA;1;8;24;93;169;995
3XDHJmmBZ6TaqHTykXG7pw;1;2;2;11;75;1057
GD0_sWqURBSZARKgNgbwRg;0;0;0;9;45;517
RCakEv95bIHqYkhMXZwGmQ;0;2;2;27;98;1078
5HRLUzKrs27kuQhgJQijnQ;0;2;6;84;301;1094
InGDZzyut2RLtPv5FPiLnw;0;0;1;105;152;466
3yGN1hq_X-_xfzpgzE7j4A;2;17;20;120;254;1090
gQLrd3TFyLbxyMmr8mP-IQ;6;14;16;74;278;2195
du5dxXBD52NLvJeqw4sfsw;1;6;9;114;221;1089
vSo2sV6k-wSSE5F7DeLHNQ;0;3;4;20;46;1825
SVN5tqic3QoK1hhfPU4u4w;3;4;7;41;87;1046
xlKnyisd_MiBpZIsESo0bA;0;0;3;41;207;987
e75wnGhnZfGajDXXpY-UNg;0;0;0;111;211;350
tw_PmFjjCyg0t8Ek_kQz0Q;2;4;14;516;854;2176
xkv-67koB_8kqLXOe2BBiA;0;2;2;2;2;1234
BqvKbM7EOI0jXs0G-h2C9g;1;4;25;472;878;2153
B_CXPcgf8QzKbNCdK5oLPw;4;10;16;31;113;2082
TI3Rydw47yBMzY1oW2wJUg;5;29;64;101;118;183
ivNaN2TmuoLKobiRHJCulg;0;3;5;21;53;880
3PCyMo-Bj8OJDUvIlx5jng;1;5;12;174;246;1090
8GV2FoK0nkVKC6xMoKNKHA;1;18;40;201;308;377
8tsgnMFsMHuMIgrdjpEHLg;7;27;40;184;259;493
brlew1UwRlO6Qj9QlQ-WWQ;0;0;1;33;104;1982
sMZe5nmFqffApI_-ReO4xQ;0;0;0;5;133;466
lTTmtjhLZIj6vWSuIOyxwQ;2;31;77;279;378;471
IWkB--hat1Q1RCb2-JE9xA;4;8;11;104;154;466
iQ_JNYzwvhSsToR4EHl4cA;6;39;64;103;119;183
z8pwLBm3m6E8GJko5PhxgA;4;26;32;80;138;216
nB3izx-1CtnSx1WJqhFmqA;0;0;5;24;34;482
-aUw9tAKRs_Lrw47U-YSBw;6;10;16;32;116;2082
npDpDAJ2-tjAabqN4p3c5Q;2;65;181;679;826;2174
VPIHVHsO_vTk2lnAcYxARQ;0;1;1;63;372;471
cpaMCrmG7WK10tJ4c_GXow;2;5;12;43;53;183
9vR01HFj18HzlASzaYOfxA;1;6;7;57;133;1099
VavwOmhVo83fOnuOw_WQPA;2;10;11;27;94;465
p1BPKxK3LFyy9lkXGA-0zA;3;19;60;158;233;267
etK5pTCprPuKJCtiU-iLKw;0;30;124;673;841;2173
-Wd5KqFszREg0XdXfSv5tg;2;5;6;19;125;493
ov8_PI6uHVEMODtdwX96gg;1;4;33;197;302;377
H0MScRPcaB_TuFNEhWvJQg;0;22;37;183;257;493
_btEd4zwjdy80WQTOPm6Hg;0;2;4;66;265;377
iXPEyHqvaDUWLn4pw-58Fw;0;40;82;263;376;471
YgbIbmfDlB-bZSsjuIfKwA;0;3;4;101;116;183
Oiwll1QEUAKhnvex5HePfQ;0;0;0;70;753;2143
o_zQZbVFi665kqa_u2YoTQ;1;28;52;201;309;377
CHQDrpMa9AdL0M0vbZrOaQ;1;18;42;110;168;466
E0EQvhXujng20fskiuZWBg;0;2;2;95;232;267
R-PW9OTuSLPLyWA6YsVK9Q;4;27;51;184;262;493
Qdt45UfQRMCy7Zdeq1UcvQ;1;37;81;262;377;471
E5YB7NywtfmQ2_rpxtjmKQ;0;8;10;273;397;471
BTRp8zw-XlO9jr7dyYqv6A;0;3;7;17;49;1007
DprebG7jJq7AHuZ4Qg_1xA;0;1;1;11;39;1732
KQ3nXee8hW4GCUEhr0EeOQ;0;3;3;77;319;2171
PATq-61JTih0fmhoXSl2Zg;1;4;8;80;856;2216
h71Bxbv009IEmwsMzdWZ5A;0;1;2;23;84;1096
MJ3sdlP7ye_ui7ZJ1YBRww;0;1;1;17;25;1445
-KhT2eqHZUj-Sqz3xkt-kw;1;12;31;92;151;1003
9T0KlT0HW75LM-sTEPBPbg;0;2;2;16;41;466
7Hl4TcFcgdW2-TR-mhk27A;0;18;58;160;229;267
vxiJGUttvQkNim9Sa5KkLg;0;0;0;24;50;840
EZQafNN19PO-KICK73BZqA;0;0;1;21;70;1913
SRi09Oz23ob1LGDudhUoQQ;0;0;2;15;31;493
9sOHuGGwb8uRVu7pANSWfg;6;38;94;648;810;2156
Pxc8z7VOtkGNerrGvqzdHw;1;9;24;263;374;471
gnE7VBl6EDTiy02a4WP4ng;2;47;195;684;837;2182
20DL03rDdw1R2mSH4ORVJA;3;14;42;559;861;2155
n04MPaNrNSUJI_ogOfb3Ow;0;2;2;9;88;350
8yPwrhB7jqEB7arUxL5-fA;1;1;2;30;140;1889
UWAOQGA2cPyGwPoei5uifw;0;1;3;8;29;1523
N6qpuOBs3SE3wn9t0dRNIg;0;1;2;17;38;492
woNKqqAki96qvJX3JONQfw;0;3;8;54;175;2076
OtIjTZZmMZwOyITdGx6UMA;0;5;6;19;80;216
4tgm6KADoZz_hbukxqK7sA;3;4;52;639;848;2179
9jnGGPtzKMwIPTnv7HkiNg;0;0;3;62;710;2089
_1aCRm_YRJ1x9RagRHltLg;0;0;3;41;209;493
DZxyXqQSmR59wFOTT7UJBg;3;4;15;518;855;2178
jL4fYp0j8Jn31BiYptb10g;1;16;62;642;865;2194
wwneev53BfrW7iVuS4pzrA;0;1;6;49;105;216
abyhAtKhZUh8w0VT3Rn_BA;0;0;4;83;725;2203
BfCTFKdKhdQ-N9k6ZuKb_w;0;1;2;17;46;1010
wE0DNA2dGzwLUTy6rxz3IQ;0;3;9;28;40;1787
UnN-wx3ogx0lW3UokqQxRQ;0;0;0;4;20;958
IlJ34JsYt_A218sR8edxxQ;0;3;9;142;272;1090
RFTz_DEyA1PZANcF1rQYPg;1;27;60;198;304;377
1KhFin3FDeR7auf39WBUiw;0;1;8;185;299;377
WTyW0nI_zv0T3kB9jR750w;0;1;1;29;119;2004
SYb7oCytGSV6a3RnSFnE1g;6;71;229;678;834;2181
XPrSgW88T2EaNvl5v2jukA;1;1;1;26;122;1096
mXnlC59Wqe_Q8lAxmchBJg;1;39;85;275;378;471
nT8O_5KgbgGvMyIRVqL6pQ;2;4;8;109;169;466
eZldAV-8VNSnrlbG270Wzg;1;3;12;38;127;2090
XAAHadX1iU-ueAMPWZ--_A;0;1;1;10;46;466
pmnaMretlgmAA96i8Z7NFw;1;2;6;74;248;2184
eYZBpbi42VoMYsulwalQaA;0;0;0;1;7;457
NZAvylBiyMPsZfT0r-fD7w;0;0;2;25;165;2066
EUkh0Qyf_Y4-B69w_z8n6Q;0;0;3;36;100;1100
AGn4ZJwHvMhFDTvLbGsf7w;0;1;1;15;83;1960
n_wXu0dBd7hoBeMgMgQl0g;0;2;8;178;245;493
W-8s3otgvw_vJzPgV7FAog;0;0;2;22;54;977
S-O5ht3Z52FZiVoOhl9BRA;0;1;2;12;58;1931
eLcW0vn5Nu8yTS_ebV6a7g;0;2;7;16;60;2012
fM8ZCk2SlMu--joYJQ3EQA;0;1;4;41;185;983
gad7BwCpIO3_XOvo8aosJw;3;27;40;186;261;493
ZSwDwV4o8MvX8cwMgfE0LA;2;2;2;67;122;216
zkUGrri25CXfZc4OS2BtPg;0;1;2;16;39;492
E1A3JTR-9oFWe9PE4pA65Q;0;0;0;73;279;1091
LpoGxHNR-cEbaWhAaU1Nlg;0;2;2;15;61;1887
FrkGJp1WIxpFFT07Qbos5w;0;0;0;8;40;1285
ARKqI0061oI44-7pvVDbLQ;0;1;13;108;374;471
N6tFfU1jGAy4AqO3FD174w;4;28;48;198;303;377
2qnuqB4Q7yVDSnUFRHfVrw;1;2;2;100;388;471
nsZYVtv9l7Vyf9ZolUmYUw;1;2;7;55;245;2146
a3p47WxYVo0BZGJoP1O0qA;0;12;57;161;229;267
lgoYB3YiKPBkMq51nv0wPA;0;1;1;49;190;1096
Y0izXh4Dv1_YU68tn43Xiw;0;1;3;102;129;183
dc98lqGzBSpZZExT_LSiCA;0;2;7;103;872;2194
OJQ-LAvYrCmGlmN3d99fMg;1;1;1;94;159;216
4OmYeez1ArtXkHMYGijaOg;0;0;0;9;35;466
2lcgp7-09VXUTnlQ4PPKpw;1;75;192;683;835;2177
DpCziU4uvnOdAdIWtfY8Bg;0;0;3;98;169;216
mf7M1IxaoCRoM4-jJsyblQ;0;4;4;35;120;2130
bzOCjuydWTkgkbZeaec8Zg;0;5;6;15;396;2115
6EHVbuZiER0I0_WPWePBxg;1;2;3;19;54;475
6tQrTyDTs5hWh5e4LlPLCg;0;0;0;45;89;1486
594Hh8RZg__h6DV83cYMmQ;2;4;4;65;219;267
pG_VmYfvQ7ELc3ySasCN_Q;0;1;2;34;124;216
yV5K0oZL4SSyEVHqBMGCGA;2;4;11;47;212;2191
UdvFMoayRuRBuHoOXBBqBw;1;2;2;4;44;2031
eDLnzdEsJTYmqVdRheOyrw;0;1;1;42;131;2121
KN0IJPxZ6bwVYmqLcAfRdg;0;2;2;32;74;2010
qSfTZcLbm50K1i_vgqBhqg;0;4;9;16;74;491
XxvGmAlvZE-8cjDZF_39nA;1;1;1;32;103;2172
lndVYqfCgFfclrmo2BN6LA;0;2;2;65;221;493
7qN3TW2RU89Q78iceR1R4g;2;29;49;112;172;466
N3CuXqWoFpBtYMBGhBE2fA;2;7;32;481;867;2184
qvZcebJFv1hqdmccs0hoqQ;2;8;11;44;255;377
pQdlYJiblnNDP2L987daBQ;0;0;0;21;72;1047
hU4gqTl636TJrxlI2WXZSg;2;17;43;160;234;267
2Q5gjf_K68145UdUyKGAaw;0;1;19;640;816;2172
xHM8vXtgOpKZKkDRxMsgpQ;0;3;4;82;140;216
0cddB9WRKcQhzAEXEav81w;0;0;1;105;259;518
q0xcJfaHQaP4tR43LQrLPg;0;0;0;23;82;2064
8NKKQv7GL-S3je-A2IQThA;0;2;3;134;259;518
2N9WHETHcYJsfYpHQ-qN_A;0;1;5;39;86;183
ODHL8UzpkNvbYMrA_amt2w;0;0;7;156;270;1090
4D_GsaRoqk7P09VOcgezlQ;2;19;54;628;814;2150
X6nl7nLPHdBHzjmGvrVgXg;0;7;14;24;40;483
XUMia3OxaCVk5sB1rJpvpg;0;0;1;5;49;466
Ki-RQ-Q7dL6MScuUCCz5qw;0;1;23;197;304;377
9ubQAHmhBHJ9GhDUzhAIjA;1;3;5;102;229;350
fIJl2U1A8yiul6WX6pOhdQ;0;0;0;23;59;466
wdFMJH5synpdp0jMNdCHNw;0;2;3;20;86;466
ZJXc_MYDaoNr2n4uRgfzhg;0;0;0;21;72;347
tgOSbgbTZ1zipBZakE-aqw;0;1;2;46;142;1944
4bNFWpQtS5PtfjXuxTc-GQ;0;0;0;19;81;511
UX-OIPvEx8ATtVMGjSEcvQ;0;0;2;22;57;1774
qyGjCSiWBmEGw_zOYcDnSg;0;2;4;29;89;471
PPnzhVLbyGbYdSGmnvzdXA;1;5;7;14;67;2028
6fJcHm3dNTBILsa646nZBQ;0;2;5;18;114;1967
fhoqmnw5sXzj91-7yBW0Kw;1;4;28;675;845;2186
pxj9d7QlRzR-bF4rJFCRhw;0;12;45;268;376;471
QwwljXNHdWjb6UkIFJZTlg;1;2;2;13;35;518
G7AEvOxbIUV2Em7FMmwXGQ;1;2;10;24;41;483
KBuoxDEsxLJvr2QctPRkLg;0;1;1;26;63;1936
LnnWq5-4pTnBn96E3lQygw;0;11;16;602;850;2169
Gqly-fbSiUhgXGgP4hAx7A;2;5;8;643;859;2193
Y6Z9Egp72LM9uwjsmNFwug;1;9;14;98;183;993
gP2pWousNNGLtD4ahpNEow;5;11;15;39;90;466
rkqsFfbdeuXevR4Z3VgFuA;1;1;2;41;152;2101
5X5Nn-jlIoWFhkgewON6sA;1;1;2;609;829;2176
qIXKDEIC4jURpJYDUZtyew;1;13;34;207;311;377
A0WpO3Wvr-3XqkKco77DxA;0;11;12;30;128;1030
0YELKCY1VMIA3gmP2DkHSg;2;21;36;147;255;1090
If7JNzXZB0S5JMG_kFNg5g;0;0;11;56;212;2185
9ycb4phY8qbaLcloDhmbNg;0;2;3;129;259;518
sCkBUXw-GrMvRRxcun-Alg;1;22;39;134;255;1090
NJsbhSaByhVvpD2986g5bA;0;2;5;6;63;1936
GcrYv6PwODfV1NoQGdfKNg;0;1;6;75;364;2176
rFcKVcKc_kCksZWHiJO91w;0;1;2;15;39;1827
gapEmZHdwBivcHstKNweGQ;1;1;2;103;175;216
yknD6Knbr_aw_9Co6zP8tQ;0;2;11;29;107;2074
29mQNZv8dsN8IAJ8uBnjUw;0;5;25;503;857;2151
GkuKfHyDtTeBlB0BAC_u1g;1;2;9;26;44;469
Ogn9c0QudZBmfOSJF6aIdA;0;1;1;61;222;2158
j7QIIEv9tkm_z55Cd0RYWw;0;25;51;111;169;466
tMj79H5v1nOWmg9tsMfWiQ;4;5;66;673;838;2189
CV2NybLmtkyegVvoZ-Ncgw;0;0;1;1;8;341
qD2fr80U04Fk-Ctx0H_vtg;1;2;3;94;233;518
w4nHq_elJwPpI4iZ6ro3JQ;3;6;19;206;361;471
QoezRbYQncpRqyrLH6Iqjg;0;0;20;126;258;1090
My63Hd5kYboH73VNS09YFg;2;10;22;196;304;377
ngN3yfabddV-YkTO6WI4_A;0;0;1;25;41;466
bdoSOSj1LPSAlNoKezVdLQ;1;1;2;30;129;515
CgweZJAp5Fz-2XzjPE4Htw;0;0;0;64;609;2122
CBqvnpCA-8SWAr1-iGF0kA;0;0;4;163;296;377
FJY0EP3DNkrAV2lVpllN4Q;0;1;1;45;171;2017
X4Z8Iq0hICOjHdc-0NT_jg;1;1;1;10;47;494
je8HwCtpyIRQOa-QCNBf7w;0;1;1;13;31;1829
jZGqAdBlDnrP-J7--vdPxA;5;27;70;623;853;2181
ctObtwPf9BCya-nDE8rvzQ;0;31;69;638;813;2153
IgHxhtNeMwhChuRenZam6Q;2;4;5;42;128;2110
6o_nPu2NOnVkdHXvGy1tQQ;0;0;4;21;624;2120
BRivzUt6tnI9jpVeG3pJaA;0;0;0;38;191;377
ovTOR6ci8a43WEWm_W7MMQ;0;3;6;70;229;493
G6Wm6EqUKaKFGrBulQJ3Tg;0;17;36;182;256;493
LEUrvUGgG-04Dk30M3QUHw;0;1;1;10;55;1733
7svjXaOKO5638eYiymNP2A;0;0;2;233;365;471
yZHiutcbym-xLGkmFhP-9A;0;7;8;161;260;493
qkMMkIdghXUiN7eMNSpiHg;0;0;9;76;267;2174
GjEDg2B1u2ohBMJ0JXD-MA;0;0;3;141;294;377
QQHRhLed0B6aGqkQOSJr-Q;0;0;1;30;203;2063
IC4r-CreIIONpsXIrvtGJg;1;41;155;671;827;2171
JJ6tYuw5Ms_r58DhnMtOCA;8;19;41;614;847;2159
2rmpfdyV2POqpXtmPHO_IQ;0;2;2;30;83;350
Sb01Vv9zFQ4ezlNRLAQhng;4;9;11;32;94;975
vnHL_GrlfdmptInzFTU_5w;3;14;20;45;78;1588
3Rn91lErljcpt0sY31bXQw;2;48;193;684;838;2182
nJcpA8LGYWg2XKSK8T5aug;4;8;9;21;152;466
BErYojCJSO959vzaz9JclQ;3;36;56;104;119;183
PGCWN8JYSFoNAOqIFwTJUA;0;1;7;40;185;350
Xtw1Rpqj3IV-TKn19fIgpA;1;29;69;637;871;2189
fpvcFLo6A5S9b9pEVGjB7Q;0;6;9;29;44;469
bvCP5AUnA63vPzuLXD_tbQ;0;21;45;588;853;2157
IZ8MvaGP3O6h7VnpPBhkJQ;0;0;5;44;253;377
MzedNubJEzEDO_St-AN0Wg;1;3;7;82;297;2177
wuoYvojFNWuRrUO2UyM47Q;0;1;1;11;32;1614
p_HeJssTSDwiT4K261H_kw;0;1;1;29;76;937
TlusNUxZToaR7yjn69H5JA;0;0;3;78;732;2168
XwqwayHSA_TJDnk-13AyAw;0;0;3;32;139;1068
ayqh0cxxuLrnY55oZr0kkA;0;1;1;108;293;377
vEJ9dWt5If-u8BmTHocuEQ;0;0;2;34;98;1060
ezpDnpa1f87EMLlSGgnDxQ;0;0;0;21;130;377
G2n77sQxr0XqPekhTu6HvA;1;5;9;83;696;2180
eh3qGDOXDY3I4dk6UgCMFw;0;0;2;101;215;518
WklNC4oBYyPqMb2ILfcV3w;0;0;1;120;284;377
DpptAi5gmMiF0O8zwXgxtw;2;5;6;57;121;216
Ddg-J_j0YFErk7wpMtH_0A;0;0;0;21;173;267
Tho_6e_z8EzWEgj0z7-5kQ;1;3;8;25;176;2189
Zq4zFbPCaU_vFw4-DAuwzw;1;5;5;44;129;2110
Xr5ceZ5Gq7cc8YuyLYz2bA;0;1;5;17;101;466
lYR0aZbSxBX2yaP8enIn0w;2;5;5;79;385;471
Sg2i4zlCcsGUlh5TPMz8uA;2;3;5;45;190;1039
FOXeWdQCemWMnmYqlDT2jw;0;0;1;40;244;377
GEtK2S6zALXgsjKjK3abJw;0;21;108;665;832;2166
XTsiutArkvTDr-BU5B_Itw;0;3;4;32;126;1066
iuftKhlrXImvtz-OngBJtw;0;1;2;12;60;350
wbDjLbShJ-ZJfm6jJZp-Aw;0;3;4;24;88;350
jHJCsoQ53CixPE0q-3ATFg;0;2;3;25;156;216
Ui9C_egCZ2_IfptxU4tAiQ;1;3;4;57;268;493
XjXqBCD1Qyo7RHGGh2eX5g;0;0;1;103;184;1010
X80hD1JrBuyVnj3EZWhm9w;0;4;8;46;103;1092
t-XRW66FDaRQqlt7FPCSTg;0;5;6;40;132;1018
OV2gDDTGX7ObyK6X1zrD7w;0;0;0;29;117;1934
JG98smIWipytmzzvo4lBTw;1;4;4;9;23;466
5tzgmPDeHCwfZbs2YObMaQ;0;0;0;12;66;1953
Q1LaiKr2C-7avZuCXO-VWA;1;3;4;10;42;491
8xV1PeAKQ64uJUTrqqe34g;0;0;0;3;33;1405
TpE22_ITBg1ubzNVHE2MHQ;1;3;4;91;863;2213
eaKqicXSSjHstoGm6FQ_NQ;1;3;6;46;90;216
o7mN59QlAoL6dJctc014MQ;0;0;2;47;158;2037
Gzur0f0XMkrVxIwYJvOt2g;2;7;18;121;254;1090
BZUlza2S5sfavO6UsS5mNQ;0;3;4;22;106;1958
tWFRO1kaw3wghhzFb6D-hA;2;5;7;24;176;2190
I1LP0Vg55lwufnoNREE1KA;0;2;3;274;401;471
bDFk_io_k-6To1ul3h3tuA;1;2;3;27;79;1679
5YKOs_VGFHgUv7DSMLaQeA;4;36;56;103;119;183
3tvi-OJ_-iK1ecjzSaH-oA;4;36;53;103;119;183
AcAMVPXz_VyV9VirqeDblg;0;0;7;196;300;377
rgeuy1qbw6Z8B6CSVANHIA;4;96;195;680;833;2179
8_Q7nxgnb6WuAOhhOT0ONw;3;4;9;48;105;216
gJLJgXz_1pjnDuHfuni1jA;0;2;2;157;871;2166
IG1MLst7GcptliBDES8ycw;0;0;0;6;58;377
B5Vh5dkky4N0y7Vc3yNviQ;0;1;6;56;205;267
S6tR7vBAg-3b9mGLB13-Ug;0;1;2;131;250;518
z00F0RSAGimvSU9IrTevOw;0;0;0;17;74;1463
eHzPkFFmnWJC_YlkjJ4fhQ;0;0;0;16;57;466
g1n1KgsJcvT36lfxXHbN_Q;0;0;3;17;23;948
VfhexEmkG8sNgRf4tviAJA;4;9;9;85;272;1090
FNQfc2Ih5bSKnmRcsHTcKw;0;19;63;630;814;2150
zraJ8MD-n5ob6s7dSNzKFg;0;0;2;4;64;493
aPU-qTC0MO2uI05QYVg9lw;0;0;1;2;2;401
eEquyJ-Iy8yYjxvAunHW7A;3;33;65;649;832;2163
